length,Bn
0,-0.317130963409
0.213125557975,-0.317042224007
0.42625111595,-0.317037618613
0.639376673925,-0.317006018515
0.852502231901,-0.317030134895
1.06562778988,-0.317033915764
1.27875334785,-0.31698102218
1.49187890583,-0.316997062531
1.7050044638,-0.316907514119
1.91813002178,-0.316919131316
2.13125557975,-0.316903010463
2.34438113773,-0.316799199933
2.5575066957,-0.31679618139
2.77063225368,-0.316759682434
2.98375781165,-0.316667670939
3.19688336963,-0.316707345493
3.4100089276,-0.316507120917
3.62313448558,-0.316810391899
3.83626004355,-0.299950951858
4.04938560153,-0.276133100195
4.2625111595,-0.229457590832
4.47563671748,-0.177603881275
4.68876227545,-0.123502632382
4.90188783343,-0.0996210976487
5.1150133914,-0.0721392038621
5.32813894938,-0.0543552187055
5.54126450735,-0.0395681288115
5.75439006533,-0.0266844411467
5.9675156233,-0.0213154777112
6.18064118128,-0.0161290335686
6.39376673925,-0.0125859941834
6.60689229723,-0.00984695902789
6.8200178552,-0.00735166096339
7.03314341318,-0.00483752137238
7.24626897115,-0.00202172974171
7.45939452913,0.00158000483325
7.6725200871,0.00442451911221
7.88564564508,0.00490241579179
8.09877120306,0.00193819368551
8.31189676103,0.000473303932891
8.52502231901,0.000271421944481
8.73814787698,0.000145288770459
8.95127343496,0.000119125233132
9.16439899293,0.000119843864691
9.37752455091,0.00012182037101
9.59065010888,0.000123628329705
9.80377566686,0.000125329155615
10.0169012248,0.000126977137788
10.2300267828,0.000128519783547
10.4431523408,0.000130009055752
10.6562778988,0.000131399112928
10.8694034567,0.00013264928817
11.0825290147,0.000133802427985
11.2956545727,0.000134848199784
11.5087801307,0.00013573606641
11.7219056886,0.000136529132763
11.9350312466,0.00013713327584
12.1481568046,0.000137548633044
12.3612823626,0.000137822119097
12.5744079205,0.000137892144661
12.7875334785,0.000137801761739
13.0006590365,0.000137536512168
13.2137845945,0.000136948683188
13.4269101524,0.000136140655025
13.6400357104,0.000135129308096
13.8531612684,0.000133809562049
14.0662868264,0.000132242700623
14.2794123843,0.000130317894387
14.4925379423,0.000127926397144
14.7056635003,0.000125155736896
14.9187890583,0.000121550931724
15.1319146162,0.00011351796724
15.3450401742,9.99729683397e-05
15.5581657322,6.79230136591e-05
15.7712912902,-9.729557998e-05
15.9844168481,0.00117953870101
16.1975424061,0.00398840761684
16.4106679641,0.00790005913114
16.6237935221,0.0119501512209
16.83691908,0.0161158325938
17.050044638,0.0205073954821
17.263170196,0.0253917179729
17.476295754,0.030949372668
17.6894213119,0.0374892365888
17.9025468699,0.0466705115924
18.1156724279,0.0584869320899
18.3287979859,0.0668940876388
18.5419235438,0.0643457935376
18.7550491018,0.0532494780562
18.9681746598,0.0503507598735
19.1813002178,0.0588079152928
19.3944257757,0.0764137676393
19.6075513337,0.0930057464511
19.8206768917,0.0975934111551
20.0338024497,0.0877269206127
20.2469280076,0.0858907525397
20.4600535656,0.0910184212523
20.6731791236,0.102271321745
20.8863046816,0.121019866271
21.0994302395,0.152794672462
21.3125557975,0.205708010811
21.5256813555,0.281592639712
21.7388069135,0.30430789562
21.9519324714,0.316413348242
22.1650580294,0.317914207026
22.3781835874,0.317864805911
22.5913091454,0.317942952751
22.8044347033,0.318028651317
23.0175602613,0.318011009369
23.2306858193,0.318112029086
23.4438113773,0.318095628033
23.6569369352,0.318163420895
23.8700624932,0.318207595753
24.0831880512,0.318225414378
24.2963136092,0.318230462521
24.5094391671,0.318285585207
24.7225647251,0.318273112444
24.9356902831,0.318292570883
25.1488158411,0.318339739007
25.361941399,0.318307813631
25.575066957,0.318345303696
25.788192515,0.318321988904
26.001318073,0.318363503545
26.2144436309,0.318316368659
26.4275691889,0.318329145688
26.6406947469,0.318260851406
26.8538203049,0.318372330009
27.0669458628,0.319017531637
27.2800714208,0.31950327447
27.4931969788,0.318064476108
27.7063225368,0.310524847268
27.9194480947,0.24657973065
28.1325736527,0.172710721534
28.3456992107,0.131692747221
28.5588247687,0.10965292133
28.7719503266,0.0982990950823
28.9850758846,0.0927170451014
29.1982014426,0.0896683902152
29.4113270006,0.0897221935537
29.6244525585,0.0928169934926
29.8375781165,0.0994407088778
30.0507036745,0.10961863465
30.2638292325,0.124439745108
30.4769547904,0.145953243177
30.6900803484,0.17739212817
30.9032059064,0.230747670878
31.1163314644,0.321404093885
31.3294570223,0.454144104743
31.5425825803,0.544988899274
31.7557081383,0.495540992165
31.9688336963,0.3627867821
32.1819592542,0.267500386678
32.3950848122,0.208077418904
32.6082103702,0.171043414082
32.8213359282,0.151315769859
33.0344614861,0.143406664775
33.2475870441,0.13582921931
33.4607126021,0.141843958833
33.6738381601,0.149845341737
33.886963718,0.173790723866
34.100089276,0.209550415703
34.313214834,0.246397402024
34.526340392,0.325893016588
34.7394659499,0.410404937196
34.9525915079,0.467923841544
35.1657170659,0.512175356305
35.3788426239,0.552342118181
35.5919681818,0.553915193488
35.8050937398,0.554282469107
36.0182192978,0.554259550945
36.2313448558,0.554400509404
36.4444704137,0.554398062532
36.6575959717,0.554487101675
36.8707215297,0.554616596991
37.0838470877,0.554562940881
37.2969726456,0.554724425333
37.5100982036,0.554723472326
37.7232237616,0.55482073722
37.9363493196,0.554894904877
38.1494748775,0.554857640267
38.3626004355,0.554991897929
38.5757259935,0.55504819913
38.7888515515,0.555101285543
39.0019771094,0.555783197222
39.2151026674,0.556309590133
39.4282282254,0.56865373474
39.6413537834,0.47940235985
39.8544793414,0.362353078352
40.0676048993,0.261807810515
40.2807304573,0.202115925038
40.4938560153,0.171156687125
40.7069815733,0.151914891085
40.9201071312,0.139923747477
41.1332326892,0.13386808479
41.3463582472,0.132315896053
41.5594838052,0.135626158496
41.7726093631,0.143957842256
41.9857349211,0.158759842966
42.1988604791,0.187302650766
42.4119860371,0.233797549639
42.625111595,0.276492642222
42.838237153,0.38821753191
43.051362711,0.505051520938
43.264488269,0.630909249473
43.4776138269,0.739803533796
43.6907393849,0.71907469963
43.9038649429,0.717243051143
44.1169905009,0.716221331796
44.3301160588,0.715681741392
44.5432416168,0.713330949628
44.7563671748,0.701802760067
44.9694927328,0.682465739105
45.1826182907,0.535593029092
45.3957438487,0.399898505817
45.6088694067,0.297798207648
45.8219949647,0.235602267419
46.0351205226,0.198629771401
46.2482460806,0.178674810763
46.4613716386,0.168621290174
46.6744971966,0.1663883849
46.8876227545,0.171585878496
47.1007483125,0.185341762834
47.3138738705,0.209875441687
47.5269994285,0.252787313601
47.7401249864,0.329829785154
47.9532505444,0.456567692904
48.1663761024,0.584105059252
48.3795016604,0.684337967788
48.5926272183,0.684784194961
48.8057527763,0.686216907827
49.0188783343,0.686314478787
49.2320038923,0.686248832564
49.4451294502,0.686408937479
49.6582550082,0.686484226914
49.8713805662,0.686498595763
50.0845061242,0.686812427514
50.2976316821,0.686843287347
50.5107572401,0.687185130026
50.7238827981,0.687655540386
50.9370083561,0.68881082663
51.150133914,0.689684642391
51.363259472,0.681372087177
51.57638503,0.543150816977
51.789510588,0.381038789982
52.0026361459,0.284120391797
52.2157617039,0.228282805768
52.4288872619,0.19707669455
52.6420128199,0.178271007518
52.8551383778,0.166555825944
53.0682639358,0.161317361071
53.2813894938,0.16143254418
53.4945150518,0.167223778296
53.7076406097,0.178860013184
53.9207661677,0.197606629654
54.1338917257,0.22623609139
54.3470172837,0.268979512643
54.5601428416,0.341396981381
54.7732683996,0.462662387608
54.9863939576,0.663350577007
55.1995195156,0.832588141524
55.4126450735,0.840440239178
55.6257706315,0.836864431658
55.8388961895,0.833300111632
56.0520217475,0.830941219148
