length,Bn
0,-0.62441838699
0.213125557975,-0.624242086566
0.42625111595,-0.624231389285
0.639376673925,-0.624165574207
0.852502231901,-0.62420599339
1.06562778988,-0.624202910708
1.27875334785,-0.624085509371
1.49187890583,-0.62410133238
1.7050044638,-0.623907833255
1.91813002178,-0.623912593897
2.13125557975,-0.623863102044
2.34438113773,-0.623642361687
2.5575066957,-0.623623237016
2.77063225368,-0.623541887728
2.98375781165,-0.623355001707
3.19688336963,-0.623430864269
3.4100089276,-0.623037166477
3.62313448558,-0.623636743302
3.83626004355,-0.590384772363
4.04938560153,-0.543414222581
4.2625111595,-0.45131858568
4.47563671748,-0.348870769209
4.68876227545,-0.242046480924
4.90188783343,-0.194903076614
5.1150133914,-0.140668505046
5.32813894938,-0.105752866458
5.54126450735,-0.0769915442396
5.75439006533,-0.0519321302687
5.9675156233,-0.0414897259909
6.18064118128,-0.0314015541475
6.39376673925,-0.0244735852541
6.60689229723,-0.0190819422495
6.8200178552,-0.0141352544958
7.03314341318,-0.00911203383484
7.24626897115,-0.00342671506653
7.45939452913,0.00392651493555
7.6725200871,0.00968535902304
7.88564564508,0.0103932233046
8.09877120306,0.00375017211151
8.31189676103,0.000360530190745
8.52502231901,-0.000102484114116
8.73814787698,-0.000392824239622
8.95127343496,-0.000453933643989
9.16439899293,-0.000452785520555
9.37752455091,-0.000448948531925
9.59065010888,-0.00044542200553
9.80377566686,-0.000442032940706
10.0169012248,-0.000438933551079
10.2300267828,-0.000435833162052
10.4431523408,-0.000433038763433
10.6562778988,-0.000430383363264
10.8694034567,-0.000427892173913
11.0825290147,-0.000425733584863
11.2956545727,-0.0004238116831
11.5087801307,-0.000422048810947
11.7219056886,-0.00042069392171
11.9350312466,-0.000419563813332
12.1481568046,-0.000418808635939
12.3612823626,-0.000418464154421
12.5744079205,-0.000418391999241
12.7875334785,-0.000418788060244
13.0006590365,-0.000419566511065
13.2137845945,-0.000420829056814
13.4269101524,-0.000422551650419
13.6400357104,-0.000424915083454
13.8531612684,-0.000427701082084
14.0662868264,-0.000431206373415
14.2794123843,-0.000435482717139
14.4925379423,-0.000440488905713
14.7056635003,-0.00044671307264
